ObjectID,LICENSED_CERTIFIED,FLAG,T18_19,FACID,FAC_STATUS_TYPE_CODE,ASPEN_FACID,CCN,TERMINAT_SW,PARTICIPATION_DATE,APPROVAL_DATE,NPI,CAN_BE_DEEMED_FAC_TYPE,CAN_BE_CERTIFIED_FAC_TYPE,DEEMED,AO_CD,DMG_EFCTV_DT,AO_TRMNTN_DT,AO_NAME,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,PARENT_FACID,FAC_FAC_RELATIONSHIP_TYPE_CODE,START_DATE,LICENSE_NUMBER,BUSINESS_NAME,LICENSE_STATUS_DESCRIPTION,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR,TYPE_OF_CARE,CRITICAL_ACCESS_HOSPITAL,DATA_DATE,HCAI_ID,x,y
151742,LICENSED AND CERTIFIED,,,630006421,OPEN,CA630006421,551032,,2010-04-26 0:00:00,2010-07-30 0:00:00,,N,Y,0,,,,,NORTHEAST COMMUNITY CLINIC-MOBIL MEDICAL VAN,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,5428 N FIGUEROA ST,LOS ANGELES,90042,4228,"LAU, CHRISTOPHER",OPSSUPPORT@NECC.NET,(626) 457-5022,(626) 457-6900,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000103,NORTHEAST COMMUNITY CLINIC,ACTIVE,2005-12-13 0:00:00,2026-01-27 0:00:00,2027-01-26 0:00:00,NONPROFIT CORP,34.10766,-118.1963295,"(-118.1963295,34.10766)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198367,6502235.498,1861619.756
151743,LICENSED AND CERTIFIED,,,630007022,OPEN,CA630007022,551198,,2013-01-23 0:00:00,2013-06-03 0:00:00,1639336803,N,Y,0,,,,,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2707 S CENTRAL AVE,LOS ANGELES,90011,5527,"ORDUNA, KENNETH M",ECOCHRAN@CNHFCLINICS.ORG,(323) 798-3018,(626) 488-3111,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000352,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,ACTIVE,2006-12-21 0:00:00,2025-12-21 0:00:00,2026-12-20 0:00:00,NONPROFIT CORP,34.01755282,-118.2555136,"(-118.2555136,34.017552818)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306196981,6484236.477,1828868.383
151773,LICENSED ONLY,,,630010919,OPEN,CA630010919,,,,,1114258761,N,N,,,,,,CENTRAL CITY COMMUNITY HEALTH CENTER MOBILE UNIT,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,5968 S CENTRAL AVE,LOS ANGELES,90001,1150,"MARTINEZ, DOMINIC",KAREN.RODRIGUEZ@CENTRALCITYHEALTH.ORG,(323) 248-7044,(323) 234-3493,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960001879,INTERMITTENT CLINIC,20Apr2018,960000901,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.",ACTIVE,1995-04-15 0:00:00,2025-04-15 0:00:00,2026-04-14 0:00:00,NONPROFIT CORP,33.985584,-118.256202,"(-118.256202,33.985584)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197167,6483998.213,1817234.842
151797,LICENSED AND CERTIFIED,,,630011317,OPEN,CA630011317,751068,,2014-05-19 0:00:00,2014-09-18 0:00:00,1215113964,N,Y,0,,,,,COMPLETE CARE COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2928 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,3110,"AKOPIAN, KAREN",K@CCCHCLINIC.COM,(323) 266-7161,(323) 266-6700,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000639,"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.",ACTIVE,2007-12-10 0:00:00,2025-12-10 0:00:00,2026-12-09 0:00:00,NONPROFIT CORP,34.043364,-118.2008385,"(-118.2008385,34.043364)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197050,6500823.823,1838223.955
151806,LICENSED AND CERTIFIED,,,630011455,OPEN,CA630011455,751834,,2016-01-26 0:00:00,2016-05-19 0:00:00,1174996177,N,Y,0,,,,,ALL-INCLUSIVE COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"3920 EAGLE ROCK BLVD, SUITE A",LOS ANGELES,90065,3606,"DZHGALYAN, MARINE",ADMIN@AICHC.ORG,(323) 255-5229,(323) 255-5225,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000708,ALL-INCLUSIVE COMMUNITY HEALTH CENTER,ACTIVE,2008-04-21 0:00:00,2025-02-21 0:00:00,2026-02-20 0:00:00,NONPROFIT CORP,34.119054,-118.229895,"(-118.229895,34.119054)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306196197,6492084.341,1865787.776
151821,LICENSED AND CERTIFIED,,,630011613,OPEN,CA630011613,51195,,2009-08-05 0:00:00,2009-10-21 0:00:00,,N,Y,0,,,,,PICO ALISO COMMUNITY CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1625 E 4TH ST,LOS ANGELES,90033,4201,"LEWIS, BETTINA",BLEWIS@LACHC.COM,(213) 542-9856,(213) 893-1960,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000820,LOS ANGELES CHRISTIAN HEALTH CENTERS,ACTIVE,2008-03-06 0:00:00,2025-03-06 0:00:00,2026-03-05 0:00:00,NONPROFIT CORP,34.043103,-118.2218625,"(-118.2218625,34.043103)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197168,6494454.526,1838142.364
151822,LICENSED ONLY,,,630011638,OPEN,CA630011638,,,,,,N,N,,,,,,"PLANNED PARENTHOOD, EAST LOS ANGELES CENTER",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,5068 WHITTIER BLVD,LOS ANGELES,90022,3128,"GUERRERO, BRENDA",BRENDA.GUERRERO@PP-LA.ORG,(213) 284-3352,(213) 284-3200,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000717,PLANNED PARENTHOOD LOS ANGELES,ACTIVE,2008-03-28 0:00:00,2025-03-28 0:00:00,2026-03-27 0:00:00,NONPROFIT CORP,34.02100313,-118.1603507,"(-118.1603507,34.021003128)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197107,6513076.371,1830064.364
151835,LICENSED AND CERTIFIED,,,630011827,OPEN,630011827,551070,,2011-01-24 0:00:00,2011-03-25 0:00:00,1003068206,N,Y,0,,,,,ST. JOHN'S COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,6505 8TH AVE,LOS ANGELES,90043,4313,,MARLOPEZ@WELLCHILD.ORG,(323) 541-1683,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,630012176,INTERMITTENT CLINIC,04Nov2021,550001120,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2009-08-03 0:00:00,2025-11-03 0:00:00,2026-11-02 0:00:00,NONPROFIT CORP,33.9804,-118.3266495,"(-118.3266495,33.9804)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197172,6462635.765,1815410.204
151837,LICENSED AND CERTIFIED,,,630011836,OPEN,CA630011836,751016,,2013-05-20 0:00:00,2013-09-16 0:00:00,1376761940,N,Y,0,,,,,CENTRAL MEDICAL CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3533 W PICO BLVD,LOS ANGELES,90019,4534,"OBENG, KWABENA",GDANQUAH@BHCHEALTH.ORG,(424) 558-8100,(310) 490-6295,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001067,BENEVOLENCE INDUSTRIES INCORPORATED,ACTIVE,2009-05-21 0:00:00,2025-05-21 0:00:00,2026-05-20 0:00:00,NONPROFIT CORP,34.047333,-118.3198635,"(-118.3198635,34.047333)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197238,6464770.594,1839761.739
151844,LICENSED AND CERTIFIED,,,630011916,OPEN,CA630011916,551019,,2010-02-02 0:00:00,2010-05-14 0:00:00,1104075282,N,Y,0,,,,,GRACELIGHT COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4816 E 3RD ST,LOS ANGELES,90022,1602,"PERARD, ELOISA",MARINA.SNITMAN@GRACELIGHT.ORG,(213) 873-8462,(323) 635-1153,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550000960,GRACELIGHT COMMUNITY HEALTH,ACTIVE,2009-04-01 0:00:00,2025-04-01 0:00:00,2026-03-31 0:00:00,NONPROFIT CORP,34.03302453,-118.1603709,"(-118.1603709,34.033024532)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197997,6513077.23,1834439.195
151857,LICENSED AND CERTIFIED,,,630012176,OPEN,CA630012176,551154,,2012-04-16 0:00:00,2012-10-23 0:00:00,1285874826,N,Y,0,,,,,ST. JOHN'S COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,808 W 58TH ST,LOS ANGELES,90037,3632,"MANGIA, JAMES",MGENIE@SJCH.ORG,(323) 541-1683,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001120,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2009-08-03 0:00:00,2025-11-03 0:00:00,2026-11-02 0:00:00,NONPROFIT CORP,33.989598,-118.287531,"(-118.287531,33.989598)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197306,6474504.93,1818721.302
151863,LICENSED ONLY,,,630012239,OPEN,CA630012239,,,,,1093969115,N,N,,,,,,PLANNED PARENTHOOD OF LOS ANGELES S. MARK TAPER FOR MEDICAL TRAINING CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,400 W 30TH ST,LOS ANGELES,90007,3320,"GUERRERO, BRENDA",BRENDA.GUERRERO@PP-LA.ORG,(213) 284-3352,(213) 284-3200,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001161,PLANNED PARENTHOOD LOS ANGELES,ACTIVE,2009-10-22 0:00:00,2025-11-22 0:00:00,2026-11-21 0:00:00,NONPROFIT CORP,34.023933,-118.2757725,"(-118.2757725,34.023933)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197308,6478103.657,1831206.475
151896,LICENSED AND CERTIFIED,,,630012611,OPEN,CATH00027,59813,,2010-04-30 0:00:00,2017-07-24 0:00:00,,N,Y,0,,,,,CHILDREN'S HOSPITAL OF LOS ANGELES,TRANS,GENERAL ACUTE CARE HOSPITAL,NON-LTC,0,4650 W SUNSET BLVD,LOS ANGELES,90027,6062,,,,,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000034,OTHER CERTIFIABLE PART,10Feb2010,930000032,CHILDREN'S HOSPITAL LOS ANGELES,ACTIVE,1946-01-01 0:00:00,2026-01-01 0:00:00,2026-12-31 0:00:00,NONPROFIT CORP,34.097868,-118.290636,"(-118.290636,34.097868)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6473677.613,1858125.43
151918,LICENSED AND CERTIFIED,,,630012771,OPEN,CA630012771,551140,,2012-03-30 0:00:00,2012-10-15 0:00:00,1821302027,N,Y,0,,,,,ARROYO VISTA FAMILY HEALTH CENTER-ES HUNTINGTON DRIVE,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4837 HUNTINGTON DR N,LOS ANGELES,90032,1981,"ESTRADAS, J. LORRAINE",LESTRADAS@ARROYOVISTA.ORG,(323) 254-4618,(323) 254-5221,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001621,ARROYO VISTA FAMILY HEALTH FOUNDATION,ACTIVE,2011-06-29 0:00:00,2025-06-29 0:00:00,2026-06-28 0:00:00,NONPROFIT CORP,34.08619002,-118.1786908,"(-118.1786908,34.086190016)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197165,6507561.037,1853796.478
151926,LICENSED AND CERTIFIED,,,630012867,OPEN,CA630012867,551043,,2010-05-27 0:00:00,2010-09-27 0:00:00,,N,Y,0,,,,,JWCH PATH CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"320 N MADISON AVE, SUITE A",LOS ANGELES,90004,3779,,,,,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960002881,INTERMITTENT CLINIC,03Jun2020,960001445,"JWCH INSTITUTE, INC.",ACTIVE,2004-06-16 0:00:00,2025-06-16 0:00:00,2026-06-15 0:00:00,NONPROFIT CORP,34.077078,-118.2890205,"(-118.2890205,34.077078)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6474144.945,1850558.176
151932,LICENSED AND CERTIFIED,,,630012910,OPEN,CA630012910,551178,,2012-05-18 0:00:00,2013-04-15 0:00:00,,N,Y,0,,,,,UNIVERSAL COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1005 E WASHINGTON BLVD, SUITE A",LOS ANGELES,90021,3020,"CHAVEZ, EDGAR A",AREYNOSO@UCHCLA.ORG,(323) 233-4100,(323) 313-5588,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001520,UNIVERSAL COMMUNITY HEALTH CENTER,ACTIVE,2011-03-30 0:00:00,2025-03-30 0:00:00,2026-03-29 0:00:00,NONPROFIT CORP,34.025886,-118.253106,"(-118.253106,34.025886)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197581,6484973.705,1831899.139
151965,LICENSED AND CERTIFIED,,,630013101,OPEN,CA630013101,751892,,2016-08-11 0:00:00,2016-10-27 0:00:00,1396981700,N,Y,0,,,,,ST. JOHN'S COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4085 S VERMONT AVE,LOS ANGELES,90037,1942,"DUNN, JOSEPH",MARLOPEZ@WELLCHILD.ORG,(323) 541-1683,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,630012176,INTERMITTENT CLINIC,04Nov2021,550001120,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2009-08-03 0:00:00,2025-11-03 0:00:00,2026-11-02 0:00:00,NONPROFIT CORP,34.00933438,-118.2916118,"(-118.2916118,34.009334375)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197820,6473288.723,1825907.31
151970,LICENSED ONLY,,,630013131,OPEN,CA630013131,,,,,1053677401,N,N,,,,,,QUEENSCARE HEALTH ALLIANCE-WM,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4618 FOUNTAIN AVENUE,LOS ANGELES,90029,1830,"HINES, BARBARA BRANDLIN",JVILLALPANDO@QUEENSCARE.COM,,(323) 715-1527,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001649,QUEENSCARE HEALTH ALLIANCE,ACTIVE,2011-08-15 0:00:00,2025-11-15 0:00:00,2026-11-14 0:00:00,NONPROFIT CORP,34.095357,-118.290195,"(-118.290195,34.095357)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197564,6473808.486,1857211.248
151971,LICENSED ONLY,,,630013132,OPEN,CA630013132,,,,,1639241888,N,N,,,,,,QUEENSCARE FAMILY CLINICS - MOBILE DENTAL VAN 3,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4618 FOUNTAIN AVENUE,LOS ANGELES,90029,1830,"HINES, BARBARA BRANDLIN",JVILLALPANDO@QUEENSCARE.ORG,(323) 906-0143,(323) 715-1527,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001648,GRACELIGHT COMMUNITY HEALTH,ACTIVE,2011-08-15 0:00:00,2024-11-15 0:00:00,2025-11-14 0:00:00,NONPROFIT CORP,34.095357,-118.290195,"(-118.290195,34.095357)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197565,6473808.486,1857211.248
151972,LICENSED AND CERTIFIED,,,630013139,OPEN,CA630013139,751070,,2014-05-22 0:00:00,2014-09-18 0:00:00,,N,Y,0,,,,,EISNER HEALTH FAMILY MEDICINE CENTER AT CALIFORNIA HOSPITAL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1400 S. GRAND AVE., SUITE 101",LOS ANGELES,90015,,"MCCARTHY, MONICA",WBRODINE@EISNERHEALTH.ORG,(213) 746-9379,(213) 746-1037,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001612,PEDIATRIC & FAMILY MEDICAL CENTER,ACTIVE,2011-06-24 0:00:00,2025-06-24 0:00:00,2026-06-23 0:00:00,NONPROFIT CORP,34.036731,-118.265094,"(-118.265094,34.036731)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197559,6481351.67,1835855.2
152000,LICENSED ONLY,,,630013345,OPEN,CA630013345,,,,,1639241888,N,N,,,,,,QUEENSCARE FAMILY CLINICS - MOBILE DENTAL VAN 4,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4618 FOUNTAIN AVE,LOS ANGELES,90029,1830,"HINES, BARBARA BRANDLIN",JVILLALPANDO@QUEENSCARE.ORG,(323) 906-0143,(323) 715-1527,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001825,GRACELIGHT COMMUNITY HEALTH,ACTIVE,2012-02-01 0:00:00,2025-02-01 0:00:00,2026-01-31 0:00:00,NONPROFIT CORP,34.095357,-118.290195,"(-118.290195,34.095357)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197654,6473808.486,1857211.248
